Name,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Global_Sales,Year,img_url,Market_Share
Gallop Racer 2006,Sports,E,PS2,Tecmo,Tecmo,,,,0.1,2006,/games/boxart/full_4831619AmericaFrontccc.jpg,0.019649067651740043
Dora's Big Birthday Adventure,Misc,E,Wii,2K Play,TBA,,,,0.1,2010,/games/boxart/full_doras-big-birthday-adventure_2AmericaFront.jpg,0.014623945247949178
Digimon Story: Lost Evolution,Role-Playing,,DS,Namco Bandai,Namco Bandai Games,,,,0.1,2010,/games/boxart/full_digimon-story-lost-evolution_692JapanFront.jpg,0.014623945247949178
Frogger: Ancient Shadow,Platform,E,PS2,Konami,Hudson Soft,,,,0.1,2005,/games/boxart/full_1190844AmericaFrontccc.jpg,0.02159220953080143
Despicable Me: The Game,Platform,E10,PS2,D3 Publisher,Monkey Bar Games,,,,0.1,2010,/games/boxart/full_despicable-me-the-game_0AmericaFront.jpg,0.014623945247949178
Tom Clancy's Splinter Cell: Conviction,Action,M,PC,Ubisoft,Ubisoft Montreal,,8.0,,0.1,2010,/games/boxart/full_8691360AmericaFrontccc.jpg,0.014623945247949178
Metal Arms: Glitch in the System,Shooter,T,GC,VU Games,Swingin' Ape Studios,,,,0.1,2003,/games/boxart/2189938ccc.jpg,0.024804048020637064
Imagine: Soccer Captain,Sports,E,DS,Ubisoft,Ubisoft,,,,0.1,2009,/games/boxart/full_3237030AmericaFrontccc.jpg,0.014199503017394477
Tom Clancy's Splinter Cell: Chaos Theory,Action,M,GC,Ubisoft,Ubisoft Montreal,,7.8,,0.1,2005,/games/boxart/3048507ccc.gif,0.02159220953080143
Blades of Time,Action,T,X360,Konami Digital Entertainment,Gaijin Games Inc.,,,,0.1,2012,/games/boxart/full_7819783AmericaFrontccc.jpg,0.02497377753358985
Brain Quest: Grades 5 & 6,Misc,E,DS,Electronic Arts,Planet Moon Studios,,,,0.1,2008,/games/boxart/1534985ccc.jpg,0.01354114476837884
Putrefaction,Shooter,,PC,Kazakov Oleg,Kazakov Oleg,,,,0.1,2015,/games/boxart/full_1147307AmericaFrontccc.jpg,0.026557603441865526
Barbie in The 12 Dancing Princesses,Adventure,E,DS,Activision,WayForward Technologies,,,,0.1,2007,/games/boxart/1415466ccc.jpg,0.015475803581101134
Escape From Monkey Island,Adventure,T,PS2,LucasArts,LucasArts,,,,0.1,2001,/games/boxart/3571031ccc.jpg,0.02875132974900096
JU-ON: The Grudge,Adventure,M,Wii,Xseed Games,FeelPlus,,4.0,,0.1,2009,/games/boxart/full_2599809AmericaFrontccc.jpg,0.014199503017394477
Monster Prom,Simulation,,PC,Those Awesome Guys,Beautiful Glitch,,,,0.1,2018,/games/boxart/full_500117AmericaFrontccc.jpg,0.03986922892911248
Ridge Racer 2,Racing,,PSP,Unknown,Namco Bandai Games,,7.5,,0.1,2020,/games/boxart/full_4310156PALFrontccc.jpg,1.4388489208633095
Yggdra Union: We'll Never Fight Alone,Role-Playing,T,PSP,Atlus,Sting,,,,0.1,2008,/games/boxart/full_5242795AmericaFrontccc.jpg,0.01354114476837884
Rusty Lake: Roots,Adventure,,PC,Rusty Lake,Rusty Lake,,,,0.1,2016,/games/boxart/full_267928AmericaFrontccc.jpg,0.029586674161957607
PDC World Championship Darts: Pro Tour,Sports,,PS3,O-Games,O-Games,,,,0.1,2010,/games/boxart/full_pdc-world-championship-darts-pro-tour_849PALFront.jpg,0.014623945247949178
Who Wants to Be a Millionaire: 3rd Edition,Misc,E,Wii,Ubisoft,Ubisoft,,,,0.1,2010,/games/boxart/full_who-wants-to-be-a-millionaire-3rd-edition_7AmericaFront.jpg,0.014623945247949178
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,Adventure,,PSP,Sony Computer Entertainment,Millennium Kitchen,,,,0.1,2006,/games/boxart/full_1045193JapanFrontccc.jpg,0.019649067651740043
Exit DS,Puzzle,E,DS,Taito,Taito Corporation,,,,0.1,2008,/games/boxart/full_6075705AmericaFrontccc.jpg,0.01354114476837884
AXYOS,Shooter,,PC,Axyos Games,Axyos Games,,,,0.1,2018,/games/boxart/full_4374522AmericaFrontccc.jpg,0.03986922892911248
Tokyo Xanadu eX+,Role-Playing,,PS4,Aksys Games,Nihon Falcom Corporation,,,,0.1,2017,/games/boxart/full_1178061AmericaFrontccc.jpg,0.027295556283437227
Family Fun Football,Sports,E,Wii,Tecmo,"Seamless Entertainment, Inc.",,,,0.1,2009,/games/boxart/full_family-fun-football_10AmericaFront.jpg,0.014199503017394477
Macross 30: Voices across the Galaxy,Action,,PS3,Namco Bandai Games,ArtDink,,,,0.1,2013,/games/boxart/full_5464220JapanFrontccc.jpg,0.021589412552084537
Gretzky NHL,Sports,E,PSP,Sony Computer Entertainment,989 Sports,,6.0,,0.1,2005,/games/boxart/632577ccc.jpg,0.02159220953080143
Mobile Suit Gundam Unicorn,Action,,PS3,Namco Bandai Games,From Software,,,,0.1,2012,/games/boxart/full_5972930JapanFrontccc.jpg,0.02497377753358985
Corvette Evolution GT,Racing,E,DS,Valcon Games,Firebrand Games,,,,0.1,2008,/games/boxart/full_2232170AmericaFrontccc.jpg,0.01354114476837884
Universe at War: Earth Assault,Strategy,T,X360,Sega,Petroglyph Games,,,,0.1,2008,/games/boxart/8837782ccc.jpg,0.01354114476837884
Momotarou Dentetsu 16,Misc,,Wii,Hudson Soft,Hudson Soft,,,,0.1,2007,/games/boxart/full_3231178JapanFrontccc.jpg,0.015475803581101134
Stardew Valley,Simulation,E10,PS4,505 Games,ConcernedApe,,8.8,,0.1,2017,/games/boxart/full_9906330AmericaFrontccc.jpg,0.027295556283437227
Dropship: United Peace Force,Simulation,T,PS2,BAM! Entertainment,Psygnosis Camden Studio,,,,0.1,2002,/games/boxart/9475659ccc.jpg,0.025698352735589756
Albert and Otto,Platform,,PC,K Bros Games,K Bros Games,,,,0.1,2015,/games/boxart/full_9847152AmericaFrontccc.jpg,0.026557603441865526
Road Rash: Jailbreak,Racing,T,GBA,DSI Games,Magic Pockets,,,,0.1,2003,/games/boxart/full_359536AmericaFrontccc.jpg,0.024804048020637064
Everything,Simulation,,PC,Double Fine Presents,David OReilly,,,,0.1,2017,/games/boxart/full_2162961AmericaFrontccc.jpg,0.027295556283437227
Syberia,Adventure,T,XB,XS Games,Microids,,,,0.1,2003,/games/boxart/2847801ccc.gif,0.024804048020637064
The Seven Deadly Sins: Knights of Britannia,Fighting,T,PS4,Bandai Namco Entertainment,Natsume Atari,,,,0.1,2018,/games/boxart/full_2161659AmericaFrontccc.jpg,0.03986922892911248
WireWay,Platform,E,DS,Konami,Konami,,,,0.1,2009,/games/boxart/full_4703160AmericaFrontccc.jpg,0.014199503017394477
Little Racers STREET,Racing,,PC,Milkstone Studios,Milkstone Studios S.L.,,,,0.1,2014,/games/boxart/full_9919863AmericaFrontccc.jpg,0.022618293675925136
G1 Jockey 3,Sports,E,PS2,KOEI,Koei/Inis,,,,0.1,2003,/games/boxart/2901050ccc.jpg,0.024804048020637064
Disgaea Infinite,Adventure,T,PSP,NIS America,Nippon Ichi Software,,6.8,,0.1,2010,/games/boxart/full_9367694AmericaFrontccc.jpg,0.014623945247949178
How to Train Your Dragon 2,Action-Adventure,E10,PS3,Little Orbit,Torus Games,,,,0.1,2014,/games/boxart/full_4854966AmericaFrontccc.jpg,0.022618293675925136
Phantom Brave: The Hermuda Triangle,Role-Playing,T,PSP,NIS America,Nippon Ichi Software,,7.2,,0.1,2011,/games/boxart/full_phantom-brave-the-hermuda-triangle_810AmericaFront.jpg,0.015614752818462975
Atsumare! Power Pro Kun no DS Koushien,Sports,,DS,Konami,PawaPuro Production,,,,0.1,2006,/games/boxart/full_9966693JapanFrontccc.jpg,0.019649067651740043
Atsumare! Power Pro Kun no DS Koushien,Sports,,DS,Unknown,Konami,,,,0.1,2006,/games/boxart/9981976ccc.jpg,0.019649067651740043
Revolution X,Shooter,M,PS,Acclaim Entertainment,Rage Software,,,,0.1,1996,/games/boxart/full_6189488AmericaFrontccc.jpg,0.0634276290752252
Final Fantasy VI,Role-Playing,,PC,Square Enix,Square Enix,,,,0.1,2015,/games/boxart/full_4855031AmericaFrontccc.jpg,0.026557603441865526
Little Battlers eXperience W Super Custom,Role-Playing,,3DS,Level 5,Level 5,,,,0.1,2013,/games/boxart/full_5679472JapanFrontccc.jpg,0.021589412552084537
Terraria,Action-Adventure,T,PSV,505 Games,Engine Software,,,,0.1,2013,/games/boxart/full_2752332AmericaFrontccc.jpg,0.021589412552084537
Brooktown High: Senior Year,Simulation,T,PSP,Konami,Backbone Entertainment,,,,0.1,2007,/games/boxart/8903267ccc.jpg,0.015475803581101134
Riviera: The Promised Land,Role-Playing,T,GBA,Atlus,Sting,,8.7,,0.1,2005,/games/boxart/full_4581997AmericaFrontccc.jpg,0.02159220953080143
Yu-Gi-Oh! 5D's Wheelie Breakers,Racing,E,Wii,Konami,Konami,,7.5,,0.1,2009,/games/boxart/full_8495200AmericaFrontccc.jpg,0.014199503017394477
Tom Clancy's Ghost Recon: Predator,Shooter,T,PSP,Ubisoft,Ubisoft,,,,0.1,2010,/games/boxart/full_tom-clancys-ghost-recon-predator_2AmericaFront.jpg,0.014623945247949178
Orbt XL,Misc,,PC,Nickervision Studios,Nickervision Studios,,,,0.1,2017,/games/boxart/full_980201AmericaFrontccc.jpg,0.027295556283437227
UEFA Euro 2016,Sports,,PS3,Konami Digital Entertainment,Konami Digital Entertainment,,,,0.1,2016,/games/boxart/full_4559033PALFrontccc.jpg,0.029586674161957607
Top Gun: Combat Zones,Simulation,E,GBA,Mastiff,Titus Software,,,,0.1,2004,/games/boxart/full_8347592AmericaFrontccc.jpg,0.02169338568670418
Bujingai: The Forsaken City,Fighting,T,PS2,BAM! Entertainment,RED Entertainment,,,,0.1,2004,/games/boxart/full_1069725AmericaFrontccc.jpg,0.02169338568670418
Doko Demo Issho,Misc,,PSP,Sony Computer Entertainment,Sony Computer Entertainment,,,,0.1,2004,/games/boxart/full_8233220JapanFrontccc.jpg,0.02169338568670418
Karaoke Revolution,Misc,T,PS3,Konami,Blitz Games,,,,0.1,2009,/games/boxart/full_4072419AmericaFrontccc.png,0.014199503017394477
Valhalla Hills,Strategy,,PC,Daedalic Entertainment,Funatics Software,,,,0.1,2015,/games/boxart/full_1594595PALFrontccc.jpeg,0.026557603441865526
Chameleon,Puzzle,E,PSP,UFO Interactive,Starfish,,,,0.1,2008,/games/boxart/356383ccc.jpg,0.01354114476837884
Beyond Good & Evil,Adventure,T,XB,Ubisoft,Ubisoft Montpellier,,,,0.1,2003,/games/boxart/7372675ccc.jpg,0.024804048020637064
Midsummer Night,Adventure,,PC,Siberian Digital,Everlasting Fantasy,,,,0.1,2016,/games/boxart/full_5874024AmericaFrontccc.jpg,0.029586674161957607
Death By Degrees,Action,M,PS2,Namco,Namco,,,,0.1,2005,/games/boxart/full_3532597AmericaFrontccc.jpg,0.02159220953080143
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,Fighting,,PS,Atlus,AI,,,,0.1,1995,/games/boxart/full_6816317JapanFrontccc.jpg,0.10456969570218552
Samurai Warriors Chronicles 2nd,Action,,3DS,Tecmo Koei,Omega Force,,,,0.1,2012,/games/boxart/full_6550294JapanFrontccc.jpg,0.02497377753358985
Vandal Hearts II,Strategy,M,PS,Konami,Konami,,7.2,,0.1,1999,/games/boxart/full_3840368AmericaFrontccc.jpg,0.03719269535463235
Astro Boy: The Video Game,Action,E,DS,D3 Publisher,Art Corporation,,4.4,,0.1,2009,/games/boxart/full_851687AmericaFrontccc.jpg,0.014199503017394477
Romance of the Three Kingdoms XIII,Action,E10,PS4,Tecmo Koei,Koei Tecmo Games,,,,0.1,2016,/games/boxart/full_9126807AmericaFrontccc.jpg,0.029586674161957607
Toaru Majutsu no Index,Adventure,,PSP,Kadokawa Shoten,ASCII Media Works,,,,0.1,2011,/games/boxart/full_toaru-majutsu-no-kinsho-mokuroku_634JapanFront.jpg,0.015614752818462975
Marvel Super Hero Squad: The Infinity Gauntlet,Action,E10,3DS,THQ,THQ,,4.8,,0.1,2011,/games/boxart/full_marvel-super-hero-squad-the-infinity-gauntlet_299AmericaFront.jpg,0.015614752818462975
Truth or Lies,Misc,T,Wii,THQ,Big Ant Studios,,,,0.1,2010,/games/boxart/full_truth-or-lies_10AmericaFront.jpg,0.014623945247949178
The Book of Unwritten Tales,Adventure,T,PC,DreamCatcher Interactive,KING Art Games,,7.9,,0.1,2011,/games/boxart/full_7752309PALFrontccc.jpg,0.015614752818462975
Miami Law,Adventure,T,DS,Hudson Entertainment,Gaijinworks,,5.5,,0.1,2009,/games/boxart/full_50290AmericaFrontccc.jpg,0.014199503017394477
UNO / Skip-Bo / UNO Freefall,Misc,E,DS,DSI Games,Black Lantern Studios,,,,0.1,2006,/games/boxart/7935370ccc.gif,0.019649067651740043
Adventures of Shuggy,Platform,E,PC,Smudged Cat Games,Smudged Cat Games,,,,0.1,2012,/games/boxart/full_1448640AmericaFrontccc.jpg,0.02497377753358985
Uta no Prince-Sama: Music,Misc,,PSP,Broccoli,Broccoli,,,,0.1,2011,/games/boxart/full_uta-no-prince-sama-music_288JapanFront.jpg,0.015614752818462975
Cargo Commander,Platform,,PC,Missing Link Games,Serious Brew,,,,0.1,2012,/games/boxart/full_6575206AmericaFrontccc.jpg,0.02497377753358985
Culdcept DS,Strategy,,DS,Sega,OmiyaSoft,,,,0.1,2008,/games/boxart/full_1523770JapanFrontccc.jpg,0.01354114476837884
America's Next Top Model,Simulation,E10,DS,Conspiracy Entertainment,Independent Arts Software,,,,0.1,2010,/games/boxart/full_americas-next-top-model_3AmericaFront.jpg,0.014623945247949178
Devil Daggers,Shooter,,PC,Sorath,Sorath,,,,0.1,2016,/games/boxart/full_2795029AmericaFrontccc.jpg,0.029586674161957607
Colin McRae Rally 04,Action,E,XB,Codemasters,Unknown,,,,0.1,2004,/games/boxart/6998207ccc.jpg,0.02169338568670418
Gloria Victis,MMO,,PC,Black Eye Games,Black Eye Games,,,,0.1,2016,/games/boxart/full_3074974AmericaFrontccc.jpg,0.029586674161957607
FIFA Street,Sports,E,XB,EA Sports BIG,EA Canada,,,,0.1,2005,/games/boxart/9556427ccc.jpg,0.02159220953080143
Monster Jam: Maximum Destruction,Racing,E,GBA,Ubisoft,UDS,,,,0.1,2002,/games/boxart/2675616ccc.jpg,0.025698352735589756
The King of Fighters: Dream Match 1999,Fighting,T,DC,SNK,SNK Corporation,,7.2,,0.1,1999,/games/boxart/full_2466577AmericaFrontccc.jpg,0.03719269535463235
Blitz: The League II,Sports,M,X360,Midway Games,Midway Games,,6.6,,0.1,2008,/games/boxart/full_2788442AmericaFrontccc.jpg,0.01354114476837884
Bloop Reloaded,Simulation,,PC,Kiss,2SD,,,,0.1,2015,/games/boxart/full_7975353AmericaFrontccc.jpg,0.026557603441865526
PictoImage,Puzzle,E,DS,Sega,Sega,,,,0.1,2008,/games/boxart/5824075ccc.jpg,0.01354114476837884
Weiss Schwarz Portable,Strategy,,PSP,Namco Bandai,Namco Bandai Games,,,,0.1,2011,/games/boxart/full_weiss-schwarz-portable_181JapanFront.jpg,0.015614752818462975
Age of Steel: Recharge,Strategy,,PC,Quaint Emerald,Quaint Emerald,,,,0.1,2016,/games/boxart/full_6148066AmericaFrontccc.jpg,0.029586674161957607
Heavy Fire: Afghanistan,Shooter,T,Wii,Mastiff,Teyon Entertainment,,,,0.1,2011,/games/boxart/full_heavy-fire-afghanistan_866AmericaFront.jpg,0.015614752818462975
Kirarin * Revolution: Mezase! Idol Queen,Simulation,,DS,Konami,Konami,,,,0.1,2007,/games/boxart/full_5083712JapanFrontccc.jpg,0.015475803581101134
Dungeons & Dragons Tactics,Strategy,T,PSP,Atari,Kuju Entertainment,,5.2,,0.1,2007,/games/boxart/full_1005696AmericaFrontccc.jpg,0.015475803581101134
MXGP 2,Racing,E,XOne,Milestone S.r.l,Milestone S.r.l.,,,,0.1,2016,/games/boxart/full_2479908AmericaFrontccc.jpg,0.029586674161957607
X-Men: Children of the Atom,Fighting,E,PS,Capcom,Probe Entertainment Limited,,,,0.1,1998,/games/boxart/full_2301179AmericaFrontccc.jpg,0.03556061306496932
Hot Wheels: Stunt Track Challenge,Racing,E,XB,THQ,Climax Group,,,,0.1,2004,/games/boxart/3675867ccc.jpg,0.02169338568670418
iBomber Defense Pacific,Strategy,,PC,Cobra Mobile,Cobra Mobile,,,,0.1,2012,/games/boxart/full_4041910AmericaFrontccc.jpg,0.02497377753358985
Hexcells Infinite,Puzzle,,PC,Matthew Brown,Matthew Brown,,,,0.1,2014,/games/boxart/full_360488AmericaFrontccc.jpg,0.022618293675925136
Agatha Christie: The ABC Murders,Adventure,T,DS,DreamCatcher Interactive,DreamCatcher Interactive,,6.0,,0.1,2009,/games/boxart/full_1182255AmericaFrontccc.jpg,0.014199503017394477
Math Blaster in the Prime Adventure,Misc,E,DS,Majesco,Knowledge Adventure Inc.,,,,0.1,2009,/games/boxart/full_6069072AmericaFrontccc.jpg,0.014199503017394477
Blue Stinger,Adventure,M,DC,Activision,Climax Entertainment,,6.7,,0.1,1999,/games/boxart/3009984ccc.jpg,0.03719269535463235
Shellshock,Action,E,PS,U.S. Gold,Core Design Ltd.,,,,0.1,1998,/games/boxart/full_93480AmericaFrontccc.jpg,0.03556061306496932
Z,Strategy,,PC,Virgin Interactive,Bitmap Brothers,,,,0.1,1996,/games/boxart/full_7083870AmericaFrontccc.png,0.0634276290752252
Warriors All-Stars,Action,T,PS4,Tecmo Koei,Omega Force,,,,0.1,2017,/games/boxart/full_8520646AmericaFrontccc.png,0.027295556283437227
Hot Wheels Ultimate Racing,Action,E,PSP,Activision,Unknown,,,,0.1,2007,/games/boxart/9195176ccc.jpg,0.015475803581101134
Monkey Island: Special Edition Collection,Adventure,,PS3,Activision,LucasArts,,,,0.1,2011,/games/boxart/full_monkey-island-special-edition-collection_890PALFront.jpg,0.015614752818462975
The Elder Scrolls Online: Summerset,MMO,M,PS4,Bethesda Softworks,ZeniMax Online Studios,,7.5,,0.1,2018,/games/boxart/full_1293548AmericaFrontccc.jpg,0.03986922892911248
Capcom vs. SNK 2 EO,Fighting,T,XB,Capcom,Capcom,,,,0.1,2003,/games/boxart/3502045ccc.jpg,0.024804048020637064
SimAnimals Africa,Simulation,E,DS,Electronic Arts,The Sims Studio,,,,0.1,2009,/games/boxart/full_8221555AmericaFrontccc.jpg,0.014199503017394477
Inazuma Eleven GO Strikers 2013,Sports,,Wii,Level 5,Level 5,,,,0.1,2012,/games/boxart/full_2844228JapanFrontccc.jpg,0.02497377753358985
Metal Gear Solid HD Edition,Misc,,PS3,Konami Digital Entertainment,Unknown,,,,0.1,2011,/games/boxart/full_9114785JapanFrontccc.jpg,0.015614752818462975
Hunter: The Reckoning,Action,M,GC,Interplay,High Voltage Software,,7.1,,0.1,2002,/games/boxart/4675266ccc.jpg,0.025698352735589756
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,Misc,,DS,Paon,Paon Corporation,,,,0.1,2007,/games/boxart/full_469267JapanFrontccc.jpg,0.015475803581101134
Dancing on Ice,Sports,,Wii,Ghostlight,Infusion Games Ltd,,,,0.1,2010,/games/boxart/full_8006413PALFrontccc.jpg,0.014623945247949178
Urban Chaos,Action,M,PS,Eidos Interactive,Mucky Foot Productions,,,,0.1,2000,/games/boxart/full_4567858AmericaFrontccc.jpg,0.0387431715160203
Homeworld: Deserts of Kharak,Strategy,,PC,Gearbox Publishing,Blackbird Interactive,,,,0.1,2016,/games/boxart/full_7949796AmericaFrontccc.jpg,0.029586674161957607
Kamen Rider: Climax Heroes W,Fighting,,Wii,Namco Bandai,Eighting,,,,0.1,2009,/games/boxart/full_8487144JapanFrontccc.jpg,0.014199503017394477
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,Misc,,DS,Shogakukan,Jupiter Corporation,,,,0.1,2007,/games/boxart/full_4099708JapanFrontccc.jpg,0.015475803581101134
Freaky Flyers,Racing,T,PS2,Midway Games,Midway Games,,,,0.1,2003,/games/boxart/1581624ccc.jpg,0.024804048020637064
NASCAR Heat 3,Racing,,XOne,704Games,Monster Games,,,,0.1,2018,/games/boxart/full_5060333AmericaFrontccc.jpg,0.03986922892911248
Starlink: Battle for Atlas,Action-Adventure,E10,PS4,Ubisoft,Ubisoft Toronto,,,,0.1,2018,/games/boxart/full_3834985AmericaFrontccc.jpg,0.03986922892911248
Baten Kaitos Origins,Role-Playing,T,GC,Nintendo,tri-Crescendo / Monolith Soft,,7.5,,0.1,2006,/games/boxart/2604212ccc.jpg,0.019649067651740043
Eve Of Extinction,Fighting,T,PS2,Eidos Interactive,Yuke's Future Media Creators,,,,0.1,2002,/games/boxart/534792ccc.jpg,0.025698352735589756
Mega Man Legacy Collection 2,Action,E10,PS4,Capcom,Capcom,,,,0.1,2017,/games/boxart/full_3293555AmericaFrontccc.jpg,0.027295556283437227
Surf's Up,Sports,E10,X360,Ubisoft,Ubisoft Montreal,,6.2,,0.1,2007,/games/boxart/8335049ccc.jpg,0.015475803581101134
Dark Summit,Sports,T,XB,THQ,Radical Entertainment,,,,0.1,2001,/games/boxart/8635308ccc.jpg,0.02875132974900096
Generator Rex: Agent of Providence,Action,E10,3DS,Activision,Virtuos,,,,0.1,2011,/games/boxart/full_generator-rex-agent-of-providence_739AmericaFront.jpg,0.015614752818462975
Penguin no Mondai: The World,Adventure,,DS,Konami,Konami,,,,0.1,2010,/games/boxart/full_penguin-no-mondai-the-world_5JapanFront.jpg,0.014623945247949178
Flushed Away,Platform,E,DS,D3 Publisher,Art,,,,0.1,2006,/games/boxart/full_6970173AmericaFrontccc.jpg,0.019649067651740043
Cabela's Adventure Camp,Misc,E,X360,Activision,Activision,,,,0.1,2011,/games/boxart/full_cabelas-adventure-camp_967AmericaFront.jpg,0.015614752818462975
Zone of the Enders: The 2nd Runner MARS,Simulation,T,PS4,Konami,Cygames,,,,0.1,2018,/games/boxart/full_1429775AmericaFrontccc.jpg,0.03986922892911248
Hakuouki Portable,Adventure,,PSP,Idea Factory,Idea Factory,,,,0.1,2009,/games/boxart/full_9729800JapanFrontccc.jpg,0.014199503017394477
Hyperdimension Neptunia Re;Birth 3: V Generation,Action,T,PSV,Idea Factory International,Compile Heart,,,,0.1,2015,/games/boxart/full_4139020AmericaFrontccc.jpg,0.026557603441865526
NHL 2004,Sports,E,GC,EA Sports,EA Black Box,,,,0.1,2003,/games/boxart/781888ccc.jpg,0.024804048020637064
X-Men: The Official Game,Action,T,XB,Activision,"Z-Axis, Ltd.",,4.8,,0.1,2006,/games/boxart/6932842ccc.jpg,0.019649067651740043
RLH: Run Like Hell,Shooter,M,PS2,Interplay,Digital Mayhem,,,,0.1,2002,/games/boxart/6608664ccc.gif,0.025698352735589756
Help Wanted: 50 Wacky Jobs,Simulation,E10,Wii,Hudson Soft,Hudson Soft,,,,0.1,2009,/games/boxart/full_2212799AmericaFrontccc.jpg,0.014199503017394477
Life Beetle,Action,,PC,Dagestan Technology,Grizlikyt,,,,0.1,2017,/games/boxart/full_1926281AmericaFrontccc.jpg,0.027295556283437227
LiEat,Role-Playing,,PC,AGM Playism,Miwashiba,,,,0.1,2016,/games/boxart/full_5311390AmericaFrontccc.jpg,0.029586674161957607
Backyard Baseball '10,Sports,E,Wii,Atari,Atari,,,,0.1,2009,/games/boxart/full_8225192AmericaFrontccc.jpg,0.014199503017394477
Water Sports,Sports,E,Wii,GameMill,FrontLine Studios,,,,0.1,2009,/games/boxart/full_7617814AmericaFrontccc.jpg,0.014199503017394477
Digimon Adventure,Role-Playing,,PSP,Namco Bandai Games,PROPE,,,,0.1,2013,/games/boxart/full_312071JapanFrontccc.jpg,0.021589412552084537
Record of Agarest War Zero,Strategy,T,X360,Aksys Games,Compile Heart,,6.5,,0.1,2011,/games/boxart/full_record-of-agarest-war-zero_91AmericaFront.jpg,0.015614752818462975
